path,label
data\picobanana\pos\004955.jpg,1
data\picobanana\neg\004955.jpg,0
data\picobanana\pos\003352.jpg,1
data\picobanana\neg\003352.jpg,0
data\picobanana\pos\006728.jpg,1
data\picobanana\neg\006728.jpg,0
data\picobanana\pos\009075.jpg,1
data\picobanana\neg\009075.jpg,0
data\picobanana\pos\009239.jpg,1
data\picobanana\neg\009239.jpg,0
data\picobanana\pos\004758.jpg,1
data\picobanana\neg\004758.jpg,0
data\picobanana\pos\004046.jpg,1
data\picobanana\neg\004046.jpg,0
data\picobanana\pos\009597.jpg,1
data\picobanana\neg\009597.jpg,0
data\picobanana\pos\005176.jpg,1
data\picobanana\neg\005176.jpg,0
data\picobanana\pos\005284.jpg,1
data\picobanana\neg\005284.jpg,0
data\picobanana\pos\010719.jpg,1
data\picobanana\neg\010719.jpg,0
data\picobanana\pos\007152.jpg,1
data\picobanana\neg\007152.jpg,0
data\picobanana\pos\008801.jpg,1
data\picobanana\neg\008801.jpg,0
data\picobanana\pos\005108.jpg,1
data\picobanana\neg\005108.jpg,0
data\picobanana\pos\005397.jpg,1
data\picobanana\neg\005397.jpg,0
data\picobanana\pos\005597.jpg,1
data\picobanana\neg\005597.jpg,0
data\picobanana\pos\007977.jpg,1
data\picobanana\neg\007977.jpg,0
data\picobanana\pos\005484.jpg,1
data\picobanana\neg\005484.jpg,0
data\picobanana\pos\009084.jpg,1
data\picobanana\neg\009084.jpg,0
data\picobanana\pos\009595.jpg,1
data\picobanana\neg\009595.jpg,0
data\picobanana\pos\006978.jpg,1
data\picobanana\neg\006978.jpg,0
data\picobanana\pos\007519.jpg,1
data\picobanana\neg\007519.jpg,0
data\picobanana\pos\005194.jpg,1
data\picobanana\neg\005194.jpg,0
data\picobanana\pos\009086.jpg,1
data\picobanana\neg\009086.jpg,0
data\picobanana\pos\007466.jpg,1
data\picobanana\neg\007466.jpg,0
data\picobanana\pos\004735.jpg,1
data\picobanana\neg\004735.jpg,0
data\picobanana\pos\009675.jpg,1
data\picobanana\neg\009675.jpg,0
data\picobanana\pos\011048.jpg,1
data\picobanana\neg\011048.jpg,0
data\picobanana\pos\010263.jpg,1
data\picobanana\neg\010263.jpg,0
data\picobanana\pos\005524.jpg,1
data\picobanana\neg\005524.jpg,0
data\picobanana\pos\008976.jpg,1
data\picobanana\neg\008976.jpg,0
data\picobanana\pos\009708.jpg,1
data\picobanana\neg\009708.jpg,0
data\picobanana\pos\007273.jpg,1
data\picobanana\neg\007273.jpg,0
data\picobanana\pos\006956.jpg,1
data\picobanana\neg\006956.jpg,0
data\picobanana\pos\007116.jpg,1
data\picobanana\neg\007116.jpg,0
data\picobanana\pos\010426.jpg,1
data\picobanana\neg\010426.jpg,0
data\picobanana\pos\009472.jpg,1
data\picobanana\neg\009472.jpg,0
data\picobanana\pos\007890.jpg,1
data\picobanana\neg\007890.jpg,0
data\picobanana\pos\008285.jpg,1
data\picobanana\neg\008285.jpg,0
data\picobanana\pos\010955.jpg,1
data\picobanana\neg\010955.jpg,0
data\picobanana\pos\000887.jpg,1
data\picobanana\neg\000887.jpg,0
data\picobanana\pos\003257.jpg,1
data\picobanana\neg\003257.jpg,0
data\picobanana\pos\009637.jpg,1
data\picobanana\neg\009637.jpg,0
data\picobanana\pos\000198.jpg,1
data\picobanana\neg\000198.jpg,0
data\picobanana\pos\003219.jpg,1
data\picobanana\neg\003219.jpg,0
data\picobanana\pos\009284.jpg,1
data\picobanana\neg\009284.jpg,0
data\picobanana\pos\000200.jpg,1
data\picobanana\neg\000200.jpg,0
data\picobanana\pos\010773.jpg,1
data\picobanana\neg\010773.jpg,0
data\picobanana\pos\000551.jpg,1
data\picobanana\neg\000551.jpg,0
data\picobanana\pos\007561.jpg,1
data\picobanana\neg\007561.jpg,0
data\picobanana\pos\004013.jpg,1
data\picobanana\neg\004013.jpg,0
data\picobanana\pos\000124.jpg,1
data\picobanana\neg\000124.jpg,0
data\picobanana\pos\008405.jpg,1
data\picobanana\neg\008405.jpg,0
data\picobanana\pos\001818.jpg,1
data\picobanana\neg\001818.jpg,0
data\picobanana\pos\004564.jpg,1
data\picobanana\neg\004564.jpg,0
data\picobanana\pos\005309.jpg,1
data\picobanana\neg\005309.jpg,0
data\picobanana\pos\003607.jpg,1
data\picobanana\neg\003607.jpg,0
data\picobanana\pos\010098.jpg,1
data\picobanana\neg\010098.jpg,0
data\picobanana\pos\010294.jpg,1
data\picobanana\neg\010294.jpg,0
data\picobanana\pos\003806.jpg,1
data\picobanana\neg\003806.jpg,0
data\picobanana\pos\000380.jpg,1
data\picobanana\neg\000380.jpg,0
data\picobanana\pos\004290.jpg,1
data\picobanana\neg\004290.jpg,0
data\picobanana\pos\001847.jpg,1
data\picobanana\neg\001847.jpg,0
data\picobanana\pos\000031.jpg,1
data\picobanana\neg\000031.jpg,0
data\picobanana\pos\003982.jpg,1
data\picobanana\neg\003982.jpg,0
data\picobanana\pos\007881.jpg,1
data\picobanana\neg\007881.jpg,0
data\picobanana\pos\003143.jpg,1
data\picobanana\neg\003143.jpg,0
data\picobanana\pos\003259.jpg,1
data\picobanana\neg\003259.jpg,0
data\picobanana\pos\010949.jpg,1
data\picobanana\neg\010949.jpg,0
data\picobanana\pos\010616.jpg,1
data\picobanana\neg\010616.jpg,0
data\picobanana\pos\010454.jpg,1
data\picobanana\neg\010454.jpg,0
data\picobanana\pos\005106.jpg,1
data\picobanana\neg\005106.jpg,0
data\picobanana\pos\000186.jpg,1
data\picobanana\neg\000186.jpg,0
data\picobanana\pos\003930.jpg,1
data\picobanana\neg\003930.jpg,0
data\picobanana\pos\007987.jpg,1
data\picobanana\neg\007987.jpg,0
data\picobanana\pos\003760.jpg,1
data\picobanana\neg\003760.jpg,0
data\picobanana\pos\009229.jpg,1
data\picobanana\neg\009229.jpg,0
data\picobanana\pos\007211.jpg,1
data\picobanana\neg\007211.jpg,0
data\picobanana\pos\004661.jpg,1
data\picobanana\neg\004661.jpg,0
data\picobanana\pos\005491.jpg,1
data\picobanana\neg\005491.jpg,0
data\picobanana\pos\011101.jpg,1
data\picobanana\neg\011101.jpg,0
data\picobanana\pos\010828.jpg,1
data\picobanana\neg\010828.jpg,0
data\picobanana\pos\010624.jpg,1
data\picobanana\neg\010624.jpg,0
data\picobanana\pos\007795.jpg,1
data\picobanana\neg\007795.jpg,0
data\picobanana\pos\009923.jpg,1
data\picobanana\neg\009923.jpg,0
data\picobanana\pos\001759.jpg,1
data\picobanana\neg\001759.jpg,0
data\picobanana\pos\008127.jpg,1
data\picobanana\neg\008127.jpg,0
data\picobanana\pos\000340.jpg,1
data\picobanana\neg\000340.jpg,0
data\picobanana\pos\010382.jpg,1
data\picobanana\neg\010382.jpg,0
data\picobanana\pos\002872.jpg,1
data\picobanana\neg\002872.jpg,0
data\picobanana\pos\009936.jpg,1
data\picobanana\neg\009936.jpg,0
data\picobanana\pos\009422.jpg,1
data\picobanana\neg\009422.jpg,0
data\picobanana\pos\004605.jpg,1
data\picobanana\neg\004605.jpg,0
data\picobanana\pos\005465.jpg,1
data\picobanana\neg\005465.jpg,0
data\picobanana\pos\002877.jpg,1
data\picobanana\neg\002877.jpg,0
data\picobanana\pos\003623.jpg,1
data\picobanana\neg\003623.jpg,0
data\picobanana\pos\010937.jpg,1
data\picobanana\neg\010937.jpg,0
data\picobanana\pos\006815.jpg,1
data\picobanana\neg\006815.jpg,0
data\picobanana\pos\007336.jpg,1
data\picobanana\neg\007336.jpg,0
data\picobanana\pos\005501.jpg,1
data\picobanana\neg\005501.jpg,0
data\picobanana\pos\007969.jpg,1
data\picobanana\neg\007969.jpg,0
data\picobanana\pos\006934.jpg,1
data\picobanana\neg\006934.jpg,0
data\picobanana\pos\008118.jpg,1
data\picobanana\neg\008118.jpg,0
data\picobanana\pos\000798.jpg,1
data\picobanana\neg\000798.jpg,0
data\picobanana\pos\000834.jpg,1
data\picobanana\neg\000834.jpg,0
data\picobanana\pos\007243.jpg,1
data\picobanana\neg\007243.jpg,0
data\picobanana\pos\007385.jpg,1
data\picobanana\neg\007385.jpg,0
data\picobanana\pos\010996.jpg,1
data\picobanana\neg\010996.jpg,0
data\picobanana\pos\007052.jpg,1
data\picobanana\neg\007052.jpg,0
data\picobanana\pos\008649.jpg,1
data\picobanana\neg\008649.jpg,0
data\picobanana\pos\008400.jpg,1
data\picobanana\neg\008400.jpg,0
data\picobanana\pos\005209.jpg,1
data\picobanana\neg\005209.jpg,0
data\picobanana\pos\000853.jpg,1
data\picobanana\neg\000853.jpg,0
data\picobanana\pos\000617.jpg,1
data\picobanana\neg\000617.jpg,0
data\picobanana\pos\004767.jpg,1
data\picobanana\neg\004767.jpg,0
data\picobanana\pos\010444.jpg,1
data\picobanana\neg\010444.jpg,0
data\picobanana\pos\008032.jpg,1
data\picobanana\neg\008032.jpg,0
data\picobanana\pos\009617.jpg,1
data\picobanana\neg\009617.jpg,0
data\picobanana\pos\004784.jpg,1
data\picobanana\neg\004784.jpg,0
data\picobanana\pos\001748.jpg,1
data\picobanana\neg\001748.jpg,0
data\picobanana\pos\001937.jpg,1
data\picobanana\neg\001937.jpg,0
data\picobanana\pos\009306.jpg,1
data\picobanana\neg\009306.jpg,0
data\picobanana\pos\010703.jpg,1
data\picobanana\neg\010703.jpg,0
data\picobanana\pos\009619.jpg,1
data\picobanana\neg\009619.jpg,0
data\picobanana\pos\000104.jpg,1
data\picobanana\neg\000104.jpg,0
data\picobanana\pos\000687.jpg,1
data\picobanana\neg\000687.jpg,0
data\picobanana\pos\000509.jpg,1
data\picobanana\neg\000509.jpg,0
data\picobanana\pos\009919.jpg,1
data\picobanana\neg\009919.jpg,0
data\picobanana\pos\010623.jpg,1
data\picobanana\neg\010623.jpg,0
data\picobanana\pos\003548.jpg,1
data\picobanana\neg\003548.jpg,0
data\picobanana\pos\009198.jpg,1
data\picobanana\neg\009198.jpg,0
data\picobanana\pos\004095.jpg,1
data\picobanana\neg\004095.jpg,0
data\picobanana\pos\004295.jpg,1
data\picobanana\neg\004295.jpg,0
data\picobanana\pos\007235.jpg,1
data\picobanana\neg\007235.jpg,0
data\picobanana\pos\000881.jpg,1
data\picobanana\neg\000881.jpg,0
data\picobanana\pos\003117.jpg,1
data\picobanana\neg\003117.jpg,0
data\picobanana\pos\008568.jpg,1
data\picobanana\neg\008568.jpg,0
data\picobanana\pos\010235.jpg,1
data\picobanana\neg\010235.jpg,0
data\picobanana\pos\008618.jpg,1
data\picobanana\neg\008618.jpg,0
data\picobanana\pos\007004.jpg,1
data\picobanana\neg\007004.jpg,0
data\picobanana\pos\000541.jpg,1
data\picobanana\neg\000541.jpg,0
data\picobanana\pos\009378.jpg,1
data\picobanana\neg\009378.jpg,0
data\picobanana\pos\005533.jpg,1
data\picobanana\neg\005533.jpg,0
data\picobanana\pos\004444.jpg,1
data\picobanana\neg\004444.jpg,0
data\picobanana\pos\009823.jpg,1
data\picobanana\neg\009823.jpg,0
data\picobanana\pos\005463.jpg,1
data\picobanana\neg\005463.jpg,0
data\picobanana\pos\008233.jpg,1
data\picobanana\neg\008233.jpg,0
data\picobanana\pos\010449.jpg,1
data\picobanana\neg\010449.jpg,0
data\picobanana\pos\009343.jpg,1
data\picobanana\neg\009343.jpg,0
data\picobanana\pos\003523.jpg,1
data\picobanana\neg\003523.jpg,0
data\picobanana\pos\008786.jpg,1
data\picobanana\neg\008786.jpg,0
data\picobanana\pos\003684.jpg,1
data\picobanana\neg\003684.jpg,0
data\picobanana\pos\010225.jpg,1
data\picobanana\neg\010225.jpg,0
data\picobanana\pos\000841.jpg,1
data\picobanana\neg\000841.jpg,0
data\picobanana\pos\010113.jpg,1
data\picobanana\neg\010113.jpg,0
data\picobanana\pos\004601.jpg,1
data\picobanana\neg\004601.jpg,0
data\picobanana\pos\000272.jpg,1
data\picobanana\neg\000272.jpg,0
data\picobanana\pos\010292.jpg,1
data\picobanana\neg\010292.jpg,0
data\picobanana\pos\005332.jpg,1
data\picobanana\neg\005332.jpg,0
data\picobanana\pos\005547.jpg,1
data\picobanana\neg\005547.jpg,0
data\picobanana\pos\007978.jpg,1
data\picobanana\neg\007978.jpg,0
data\picobanana\pos\010665.jpg,1
data\picobanana\neg\010665.jpg,0
data\picobanana\pos\009373.jpg,1
data\picobanana\neg\009373.jpg,0
data\picobanana\pos\000402.jpg,1
data\picobanana\neg\000402.jpg,0
data\picobanana\pos\008451.jpg,1
data\picobanana\neg\008451.jpg,0
data\picobanana\pos\000736.jpg,1
data\picobanana\neg\000736.jpg,0
data\picobanana\pos\007608.jpg,1
data\picobanana\neg\007608.jpg,0
data\picobanana\pos\005041.jpg,1
data\picobanana\neg\005041.jpg,0
data\picobanana\pos\001708.jpg,1
data\picobanana\neg\001708.jpg,0
data\picobanana\pos\004177.jpg,1
data\picobanana\neg\004177.jpg,0
data\picobanana\pos\008991.jpg,1
data\picobanana\neg\008991.jpg,0
data\picobanana\pos\006814.jpg,1
data\picobanana\neg\006814.jpg,0
data\picobanana\pos\001605.jpg,1
data\picobanana\neg\001605.jpg,0
data\picobanana\pos\004419.jpg,1
data\picobanana\neg\004419.jpg,0
data\picobanana\pos\008582.jpg,1
data\picobanana\neg\008582.jpg,0
data\picobanana\pos\003290.jpg,1
data\picobanana\neg\003290.jpg,0
data\picobanana\pos\001715.jpg,1
data\picobanana\neg\001715.jpg,0
data\picobanana\pos\010116.jpg,1
data\picobanana\neg\010116.jpg,0
data\picobanana\pos\001862.jpg,1
data\picobanana\neg\001862.jpg,0
data\picobanana\pos\006754.jpg,1
data\picobanana\neg\006754.jpg,0
data\picobanana\pos\008646.jpg,1
data\picobanana\neg\008646.jpg,0
data\picobanana\pos\006774.jpg,1
data\picobanana\neg\006774.jpg,0
data\picobanana\pos\007022.jpg,1
data\picobanana\neg\007022.jpg,0
data\picobanana\pos\005512.jpg,1
data\picobanana\neg\005512.jpg,0
data\picobanana\pos\007818.jpg,1
data\picobanana\neg\007818.jpg,0
data\picobanana\pos\009061.jpg,1
data\picobanana\neg\009061.jpg,0
data\picobanana\pos\001678.jpg,1
data\picobanana\neg\001678.jpg,0
data\picobanana\pos\003032.jpg,1
data\picobanana\neg\003032.jpg,0
data\picobanana\pos\009085.jpg,1
data\picobanana\neg\009085.jpg,0
data\picobanana\pos\010344.jpg,1
data\picobanana\neg\010344.jpg,0
data\picobanana\pos\010647.jpg,1
data\picobanana\neg\010647.jpg,0
data\picobanana\pos\009327.jpg,1
data\picobanana\neg\009327.jpg,0
data\picobanana\pos\007347.jpg,1
data\picobanana\neg\007347.jpg,0
data\picobanana\pos\007392.jpg,1
data\picobanana\neg\007392.jpg,0
data\picobanana\pos\004159.jpg,1
data\picobanana\neg\004159.jpg,0
data\picobanana\pos\010657.jpg,1
data\picobanana\neg\010657.jpg,0
data\picobanana\pos\002821.jpg,1
data\picobanana\neg\002821.jpg,0
data\picobanana\pos\004873.jpg,1
data\picobanana\neg\004873.jpg,0
data\picobanana\pos\000608.jpg,1
data\picobanana\neg\000608.jpg,0
data\picobanana\pos\003320.jpg,1
data\picobanana\neg\003320.jpg,0
data\picobanana\pos\004780.jpg,1
data\picobanana\neg\004780.jpg,0
data\picobanana\pos\007705.jpg,1
data\picobanana\neg\007705.jpg,0
data\picobanana\pos\010576.jpg,1
data\picobanana\neg\010576.jpg,0
data\picobanana\pos\009938.jpg,1
data\picobanana\neg\009938.jpg,0
data\picobanana\pos\007547.jpg,1
data\picobanana\neg\007547.jpg,0
data\picobanana\pos\008707.jpg,1
data\picobanana\neg\008707.jpg,0
data\picobanana\pos\008002.jpg,1
data\picobanana\neg\008002.jpg,0
data\picobanana\pos\008818.jpg,1
data\picobanana\neg\008818.jpg,0
data\picobanana\pos\000535.jpg,1
data\picobanana\neg\000535.jpg,0
data\picobanana\pos\000024.jpg,1
data\picobanana\neg\000024.jpg,0
data\picobanana\pos\010378.jpg,1
data\picobanana\neg\010378.jpg,0
data\picobanana\pos\005541.jpg,1
data\picobanana\neg\005541.jpg,0
data\picobanana\pos\007575.jpg,1
data\picobanana\neg\007575.jpg,0
data\picobanana\pos\007935.jpg,1
data\picobanana\neg\007935.jpg,0
data\picobanana\pos\007489.jpg,1
data\picobanana\neg\007489.jpg,0
data\picobanana\pos\003213.jpg,1
data\picobanana\neg\003213.jpg,0
data\picobanana\pos\003274.jpg,1
data\picobanana\neg\003274.jpg,0
data\picobanana\pos\004662.jpg,1
data\picobanana\neg\004662.jpg,0
data\picobanana\pos\003396.jpg,1
data\picobanana\neg\003396.jpg,0
data\picobanana\pos\005318.jpg,1
data\picobanana\neg\005318.jpg,0
data\picobanana\pos\003515.jpg,1
data\picobanana\neg\003515.jpg,0
data\picobanana\pos\005017.jpg,1
data\picobanana\neg\005017.jpg,0
data\picobanana\pos\009609.jpg,1
data\picobanana\neg\009609.jpg,0
data\picobanana\pos\000145.jpg,1
data\picobanana\neg\000145.jpg,0
data\picobanana\pos\003154.jpg,1
data\picobanana\neg\003154.jpg,0
data\picobanana\pos\000250.jpg,1
data\picobanana\neg\000250.jpg,0
data\picobanana\pos\010971.jpg,1
data\picobanana\neg\010971.jpg,0
data\picobanana\pos\009767.jpg,1
data\picobanana\neg\009767.jpg,0
data\picobanana\pos\000868.jpg,1
data\picobanana\neg\000868.jpg,0
data\picobanana\pos\005033.jpg,1
data\picobanana\neg\005033.jpg,0
data\picobanana\pos\009319.jpg,1
data\picobanana\neg\009319.jpg,0
data\picobanana\pos\008994.jpg,1
data\picobanana\neg\008994.jpg,0
data\picobanana\pos\005404.jpg,1
data\picobanana\neg\005404.jpg,0
data\picobanana\pos\009382.jpg,1
data\picobanana\neg\009382.jpg,0
data\picobanana\pos\004573.jpg,1
data\picobanana\neg\004573.jpg,0
data\picobanana\pos\009916.jpg,1
data\picobanana\neg\009916.jpg,0
data\picobanana\pos\009350.jpg,1
data\picobanana\neg\009350.jpg,0
data\picobanana\pos\009629.jpg,1
data\picobanana\neg\009629.jpg,0
data\picobanana\pos\010987.jpg,1
data\picobanana\neg\010987.jpg,0
data\picobanana\pos\004091.jpg,1
data\picobanana\neg\004091.jpg,0
data\picobanana\pos\005085.jpg,1
data\picobanana\neg\005085.jpg,0
data\picobanana\pos\003166.jpg,1
data\picobanana\neg\003166.jpg,0
data\picobanana\pos\010920.jpg,1
data\picobanana\neg\010920.jpg,0
data\picobanana\pos\009027.jpg,1
data\picobanana\neg\009027.jpg,0
data\picobanana\pos\009307.jpg,1
data\picobanana\neg\009307.jpg,0
data\picobanana\pos\003984.jpg,1
data\picobanana\neg\003984.jpg,0
data\picobanana\pos\008408.jpg,1
data\picobanana\neg\008408.jpg,0
data\picobanana\pos\009897.jpg,1
data\picobanana\neg\009897.jpg,0
data\picobanana\pos\000182.jpg,1
data\picobanana\neg\000182.jpg,0
data\picobanana\pos\008592.jpg,1
data\picobanana\neg\008592.jpg,0
data\picobanana\pos\007131.jpg,1
data\picobanana\neg\007131.jpg,0
data\picobanana\pos\003989.jpg,1
data\picobanana\neg\003989.jpg,0
data\picobanana\pos\003367.jpg,1
data\picobanana\neg\003367.jpg,0
data\picobanana\pos\009201.jpg,1
data\picobanana\neg\009201.jpg,0
data\picobanana\pos\007106.jpg,1
data\picobanana\neg\007106.jpg,0
data\picobanana\pos\004491.jpg,1
data\picobanana\neg\004491.jpg,0
data\picobanana\pos\006886.jpg,1
data\picobanana\neg\006886.jpg,0
data\picobanana\pos\011149.jpg,1
data\picobanana\neg\011149.jpg,0
data\picobanana\pos\004897.jpg,1
data\picobanana\neg\004897.jpg,0
data\picobanana\pos\007297.jpg,1
data\picobanana\neg\007297.jpg,0
data\picobanana\pos\007581.jpg,1
data\picobanana\neg\007581.jpg,0
data\picobanana\pos\009104.jpg,1
data\picobanana\neg\009104.jpg,0
data\picobanana\pos\002841.jpg,1
data\picobanana\neg\002841.jpg,0
data\picobanana\pos\007950.jpg,1
data\picobanana\neg\007950.jpg,0
data\picobanana\pos\003109.jpg,1
data\picobanana\neg\003109.jpg,0
data\picobanana\pos\007656.jpg,1
data\picobanana\neg\007656.jpg,0
data\picobanana\pos\004067.jpg,1
data\picobanana\neg\004067.jpg,0
data\picobanana\pos\003594.jpg,1
data\picobanana\neg\003594.jpg,0
data\picobanana\pos\008470.jpg,1
data\picobanana\neg\008470.jpg,0
data\picobanana\pos\003318.jpg,1
data\picobanana\neg\003318.jpg,0
data\picobanana\pos\009552.jpg,1
data\picobanana\neg\009552.jpg,0
data\picobanana\pos\004452.jpg,1
data\picobanana\neg\004452.jpg,0
data\picobanana\pos\008696.jpg,1
data\picobanana\neg\008696.jpg,0
data\picobanana\pos\005483.jpg,1
data\picobanana\neg\005483.jpg,0
data\picobanana\pos\007888.jpg,1
data\picobanana\neg\007888.jpg,0
data\picobanana\pos\005285.jpg,1
data\picobanana\neg\005285.jpg,0
data\picobanana\pos\004972.jpg,1
data\picobanana\neg\004972.jpg,0
data\picobanana\pos\008694.jpg,1
data\picobanana\neg\008694.jpg,0
data\picobanana\pos\004433.jpg,1
data\picobanana\neg\004433.jpg,0
data\picobanana\pos\007292.jpg,1
data\picobanana\neg\007292.jpg,0
data\picobanana\pos\002832.jpg,1
data\picobanana\neg\002832.jpg,0
data\picobanana\pos\006949.jpg,1
data\picobanana\neg\006949.jpg,0
data\picobanana\pos\011053.jpg,1
data\picobanana\neg\011053.jpg,0
data\picobanana\pos\007274.jpg,1
data\picobanana\neg\007274.jpg,0
data\picobanana\pos\004875.jpg,1
data\picobanana\neg\004875.jpg,0
data\picobanana\pos\005440.jpg,1
data\picobanana\neg\005440.jpg,0
data\picobanana\pos\003425.jpg,1
data\picobanana\neg\003425.jpg,0
data\picobanana\pos\008113.jpg,1
data\picobanana\neg\008113.jpg,0
data\picobanana\pos\000229.jpg,1
data\picobanana\neg\000229.jpg,0
data\picobanana\pos\009361.jpg,1
data\picobanana\neg\009361.jpg,0
data\picobanana\pos\007983.jpg,1
data\picobanana\neg\007983.jpg,0
data\picobanana\pos\007541.jpg,1
data\picobanana\neg\007541.jpg,0
data\picobanana\pos\004446.jpg,1
data\picobanana\neg\004446.jpg,0
data\picobanana\pos\009570.jpg,1
data\picobanana\neg\009570.jpg,0
data\picobanana\pos\005063.jpg,1
data\picobanana\neg\005063.jpg,0
data\picobanana\pos\005000.jpg,1
data\picobanana\neg\005000.jpg,0
data\picobanana\pos\002918.jpg,1
data\picobanana\neg\002918.jpg,0
data\picobanana\pos\008860.jpg,1
data\picobanana\neg\008860.jpg,0
data\picobanana\pos\004307.jpg,1
data\picobanana\neg\004307.jpg,0
data\picobanana\pos\007614.jpg,1
data\picobanana\neg\007614.jpg,0
data\picobanana\pos\009918.jpg,1
data\picobanana\neg\009918.jpg,0
data\picobanana\pos\010982.jpg,1
data\picobanana\neg\010982.jpg,0
data\picobanana\pos\003912.jpg,1
data\picobanana\neg\003912.jpg,0
data\picobanana\pos\007009.jpg,1
data\picobanana\neg\007009.jpg,0
data\picobanana\pos\000657.jpg,1
data\picobanana\neg\000657.jpg,0
data\picobanana\pos\009246.jpg,1
data\picobanana\neg\009246.jpg,0
data\picobanana\pos\008621.jpg,1
data\picobanana\neg\008621.jpg,0
data\picobanana\pos\000449.jpg,1
data\picobanana\neg\000449.jpg,0
data\picobanana\pos\003531.jpg,1
data\picobanana\neg\003531.jpg,0
data\picobanana\pos\008964.jpg,1
data\picobanana\neg\008964.jpg,0
data\picobanana\pos\003015.jpg,1
data\picobanana\neg\003015.jpg,0
data\picobanana\pos\000753.jpg,1
data\picobanana\neg\000753.jpg,0
data\picobanana\pos\009260.jpg,1
data\picobanana\neg\009260.jpg,0
data\picobanana\pos\005435.jpg,1
data\picobanana\neg\005435.jpg,0
data\picobanana\pos\004931.jpg,1
data\picobanana\neg\004931.jpg,0
data\picobanana\pos\005591.jpg,1
data\picobanana\neg\005591.jpg,0
data\picobanana\pos\008805.jpg,1
data\picobanana\neg\008805.jpg,0
data\picobanana\pos\007046.jpg,1
data\picobanana\neg\007046.jpg,0
data\picobanana\pos\005429.jpg,1
data\picobanana\neg\005429.jpg,0
data\picobanana\pos\008219.jpg,1
data\picobanana\neg\008219.jpg,0
data\picobanana\pos\000106.jpg,1
data\picobanana\neg\000106.jpg,0
data\picobanana\pos\000808.jpg,1
data\picobanana\neg\000808.jpg,0
data\picobanana\pos\000117.jpg,1
data\picobanana\neg\000117.jpg,0
data\picobanana\pos\000852.jpg,1
data\picobanana\neg\000852.jpg,0
data\picobanana\pos\009447.jpg,1
data\picobanana\neg\009447.jpg,0
data\picobanana\pos\001635.jpg,1
data\picobanana\neg\001635.jpg,0
data\picobanana\pos\007460.jpg,1
data\picobanana\neg\007460.jpg,0
data\picobanana\pos\007857.jpg,1
data\picobanana\neg\007857.jpg,0
data\picobanana\pos\010582.jpg,1
data\picobanana\neg\010582.jpg,0
data\picobanana\pos\003555.jpg,1
data\picobanana\neg\003555.jpg,0
data\picobanana\pos\005357.jpg,1
data\picobanana\neg\005357.jpg,0
data\picobanana\pos\007574.jpg,1
data\picobanana\neg\007574.jpg,0
data\picobanana\pos\005289.jpg,1
data\picobanana\neg\005289.jpg,0
data\picobanana\pos\003112.jpg,1
data\picobanana\neg\003112.jpg,0
data\picobanana\pos\005588.jpg,1
data\picobanana\neg\005588.jpg,0
data\picobanana\pos\008210.jpg,1
data\picobanana\neg\008210.jpg,0
data\picobanana\pos\003426.jpg,1
data\picobanana\neg\003426.jpg,0
data\picobanana\pos\009684.jpg,1
data\picobanana\neg\009684.jpg,0
data\picobanana\pos\000213.jpg,1
data\picobanana\neg\000213.jpg,0
data\picobanana\pos\010058.jpg,1
data\picobanana\neg\010058.jpg,0
data\picobanana\pos\007837.jpg,1
data\picobanana\neg\007837.jpg,0
data\picobanana\pos\008834.jpg,1
data\picobanana\neg\008834.jpg,0
data\picobanana\pos\008641.jpg,1
data\picobanana\neg\008641.jpg,0
data\picobanana\pos\008292.jpg,1
data\picobanana\neg\008292.jpg,0
data\picobanana\pos\003860.jpg,1
data\picobanana\neg\003860.jpg,0
data\picobanana\pos\003006.jpg,1
data\picobanana\neg\003006.jpg,0
data\picobanana\pos\006735.jpg,1
data\picobanana\neg\006735.jpg,0
data\picobanana\pos\008480.jpg,1
data\picobanana\neg\008480.jpg,0
data\picobanana\pos\003237.jpg,1
data\picobanana\neg\003237.jpg,0
data\picobanana\pos\009395.jpg,1
data\picobanana\neg\009395.jpg,0
data\picobanana\pos\003925.jpg,1
data\picobanana\neg\003925.jpg,0
data\picobanana\pos\003293.jpg,1
data\picobanana\neg\003293.jpg,0
data\picobanana\pos\002892.jpg,1
data\picobanana\neg\002892.jpg,0
data\picobanana\pos\004481.jpg,1
data\picobanana\neg\004481.jpg,0
data\picobanana\pos\003641.jpg,1
data\picobanana\neg\003641.jpg,0
data\picobanana\pos\010231.jpg,1
data\picobanana\neg\010231.jpg,0
data\picobanana\pos\009220.jpg,1
data\picobanana\neg\009220.jpg,0
data\picobanana\pos\003452.jpg,1
data\picobanana\neg\003452.jpg,0
data\picobanana\pos\010975.jpg,1
data\picobanana\neg\010975.jpg,0
data\picobanana\pos\007839.jpg,1
data\picobanana\neg\007839.jpg,0
data\picobanana\pos\003078.jpg,1
data\picobanana\neg\003078.jpg,0
data\picobanana\pos\000576.jpg,1
data\picobanana\neg\000576.jpg,0
data\picobanana\pos\007247.jpg,1
data\picobanana\neg\007247.jpg,0
data\picobanana\pos\006867.jpg,1
data\picobanana\neg\006867.jpg,0
data\picobanana\pos\009610.jpg,1
data\picobanana\neg\009610.jpg,0
data\picobanana\pos\004100.jpg,1
data\picobanana\neg\004100.jpg,0
data\picobanana\pos\004240.jpg,1
data\picobanana\neg\004240.jpg,0
data\picobanana\pos\007522.jpg,1
data\picobanana\neg\007522.jpg,0
